first_name,last_name,payment_date,SUM(amount)
Jon,Stephens,2005-08-16 23:26:43,5.99
Jon,Stephens,2005-08-16 23:27:36,8.99
Jon,Stephens,2005-08-16 23:29:53,4.99
Jon,Stephens,2005-08-16 23:30:07,6.99
Jon,Stephens,2005-08-16 23:39:59,4.99
Jon,Stephens,2005-08-16 23:51:06,7.99
Mike,Hillyer,2005-08-16 23:51:33,7.99
Jon,Stephens,2005-08-16 23:53:10,4.99
Mike,Hillyer,2005-08-16 23:54:34,2.99
Mike,Hillyer,2005-08-16 23:54:47,0.99
Mike,Hillyer,2005-08-16 23:56:28,2.99
Jon,Stephens,2005-08-16 23:59:49,4.99
Mike,Hillyer,2005-08-17 00:01:27,2.99
Mike,Hillyer,2005-08-17 00:04:28,5.99
Mike,Hillyer,2005-08-17 00:04:54,4.99
Jon,Stephens,2005-08-17 00:05:05,3.99
Mike,Hillyer,2005-08-17 00:10:10,3.99
Jon,Stephens,2005-08-17 00:10:55,7.99
Mike,Hillyer,2005-08-17 00:15:31,0.99
Mike,Hillyer,2005-08-17 00:17:38,4.99
Mike,Hillyer,2005-08-17 00:25:06,3.99
Jon,Stephens,2005-08-17 00:27:23,3.99
Jon,Stephens,2005-08-17 00:28:01,4.99
Jon,Stephens,2005-08-17 00:29:00,2.99
Jon,Stephens,2005-08-17 00:30:04,0.99
Mike,Hillyer,2005-08-17 00:34:14,0.99
Jon,Stephens,2005-08-17 00:34:53,0.99
Mike,Hillyer,2005-08-17 00:35:27,7.99
Mike,Hillyer,2005-08-17 00:39:54,3.99
Jon,Stephens,2005-08-17 00:40:03,0.99
Jon,Stephens,2005-08-17 00:41:08,2.99
Jon,Stephens,2005-08-17 00:44:04,2.99
Mike,Hillyer,2005-08-17 00:45:41,2.99
Mike,Hillyer,2005-08-17 00:48:03,1.99
Jon,Stephens,2005-08-17 00:51:32,7.99
Jon,Stephens,2005-08-17 00:54:28,5.99
Jon,Stephens,2005-08-17 00:55:07,5.99
Jon,Stephens,2005-08-17 00:56:06,6.99
Jon,Stephens,2005-08-17 00:57:36,2.99
Mike,Hillyer,2005-08-17 00:59:24,4.99
Jon,Stephens,2005-08-17 00:59:47,0.99
Jon,Stephens,2005-08-17 01:01:48,4.99
Mike,Hillyer,2005-08-17 01:02:06,2.99
Mike,Hillyer,2005-08-17 01:03:49,0.99
Mike,Hillyer,2005-08-17 01:04:29,5.99
Jon,Stephens,2005-08-17 01:04:31,4.99
Jon,Stephens,2005-08-17 01:05:17,2.99
Jon,Stephens,2005-08-17 01:08:59,4.99
Mike,Hillyer,2005-08-17 01:11:53,0.99
Mike,Hillyer,2005-08-17 01:19:20,6.99
Jon,Stephens,2005-08-17 01:19:52,0.99
Mike,Hillyer,2005-08-17 01:20:26,2.99
Jon,Stephens,2005-08-17 01:20:30,2.99
Mike,Hillyer,2005-08-17 01:23:09,2.99
Jon,Stephens,2005-08-17 01:23:39,6.99
Jon,Stephens,2005-08-17 01:27:49,2.99
Mike,Hillyer,2005-08-17 01:28:05,5.99
Mike,Hillyer,2005-08-17 01:28:35,0.99
Jon,Stephens,2005-08-17 01:28:43,5.99
Mike,Hillyer,2005-08-17 01:30:01,0.99
Jon,Stephens,2005-08-17 01:31:04,2.99
Jon,Stephens,2005-08-17 01:34:32,2.99
Jon,Stephens,2005-08-17 01:37:51,4.99
Jon,Stephens,2005-08-17 01:37:55,4.99
Mike,Hillyer,2005-08-17 01:38:18,4.99
Jon,Stephens,2005-08-17 01:38:19,0.99
Mike,Hillyer,2005-08-17 01:50:26,0.99
Mike,Hillyer,2005-08-17 01:53:20,2.99
Jon,Stephens,2005-08-17 01:54:13,5.99
Jon,Stephens,2005-08-17 01:57:49,2.99
Mike,Hillyer,2005-08-17 01:59:07,2.99
Mike,Hillyer,2005-08-17 02:03:02,5.99
Jon,Stephens,2005-08-17 02:03:49,3.99
Jon,Stephens,2005-08-17 02:08:13,0.99
Jon,Stephens,2005-08-17 02:13:26,1.99
Jon,Stephens,2005-08-17 02:14:36,4.99
Mike,Hillyer,2005-08-17 02:20:42,4.99
Mike,Hillyer,2005-08-17 02:21:03,5.99
Mike,Hillyer,2005-08-17 02:26:23,3.99
Jon,Stephens,2005-08-17 02:28:22,9.99
Mike,Hillyer,2005-08-17 02:28:33,0.99
Mike,Hillyer,2005-08-17 02:29:41,6.99
Mike,Hillyer,2005-08-17 02:36:04,2.99
Mike,Hillyer,2005-08-17 02:47:02,6.99
Jon,Stephens,2005-08-17 02:53:14,6.99
Mike,Hillyer,2005-08-17 02:53:55,6.99
Jon,Stephens,2005-08-17 03:02:56,8.99
Jon,Stephens,2005-08-17 03:03:07,0.99
Mike,Hillyer,2005-08-17 03:08:10,7.99
Mike,Hillyer,2005-08-17 03:12:04,5.99
Jon,Stephens,2005-08-17 03:14:47,4.99
Mike,Hillyer,2005-08-17 03:21:19,4.99
Mike,Hillyer,2005-08-17 03:22:10,4.99
Jon,Stephens,2005-08-17 03:28:27,0.99
Mike,Hillyer,2005-08-17 03:30:57,4.99
Jon,Stephens,2005-08-17 03:32:43,0.99
Jon,Stephens,2005-08-17 03:36:06,0.99
Jon,Stephens,2005-08-17 03:36:52,8.99
Jon,Stephens,2005-08-17 03:41:11,3.99
Mike,Hillyer,2005-08-17 03:43:37,4.99
Mike,Hillyer,2005-08-17 03:48:51,2.99
Jon,Stephens,2005-08-17 03:50:33,4.99
Mike,Hillyer,2005-08-17 03:52:18,2.99
Jon,Stephens,2005-08-17 03:54:35,4.99
Jon,Stephens,2005-08-17 04:00:01,4.99
Mike,Hillyer,2005-08-17 04:00:40,2.99
Jon,Stephens,2005-08-17 04:01:36,4.99
Mike,Hillyer,2005-08-17 04:03:26,0.99
Mike,Hillyer,2005-08-17 04:06:22,0.99
Jon,Stephens,2005-08-17 04:13:45,7.99
Mike,Hillyer,2005-08-17 04:15:46,4.99
Jon,Stephens,2005-08-17 04:15:47,2.99
Mike,Hillyer,2005-08-17 04:17:42,0.99
Jon,Stephens,2005-08-17 04:18:52,2.99
Jon,Stephens,2005-08-17 04:25:42,0.99
Mike,Hillyer,2005-08-17 04:25:47,10.99
Jon,Stephens,2005-08-17 04:27:18,8.99
Mike,Hillyer,2005-08-17 04:27:24,6.99
Mike,Hillyer,2005-08-17 04:27:46,2.99
Mike,Hillyer,2005-08-17 04:28:56,1.99
Jon,Stephens,2005-08-17 04:29:32,2.99
Jon,Stephens,2005-08-17 04:30:09,4.99
Jon,Stephens,2005-08-17 04:31:49,2.99
Mike,Hillyer,2005-08-17 04:33:17,5.99
Mike,Hillyer,2005-08-17 04:36:31,4.99
Mike,Hillyer,2005-08-17 04:36:39,0.99
Jon,Stephens,2005-08-17 04:39:09,6.99
Jon,Stephens,2005-08-17 04:43:29,6.99
Mike,Hillyer,2005-08-17 04:44:33,1.99
Jon,Stephens,2005-08-17 04:45:39,4.99
Mike,Hillyer,2005-08-17 04:48:05,0.99
Mike,Hillyer,2005-08-17 04:49:35,1.99
Jon,Stephens,2005-08-17 04:49:46,4.99
Mike,Hillyer,2005-08-17 04:50:56,4.99
Mike,Hillyer,2005-08-17 04:54:14,7.99
Jon,Stephens,2005-08-17 04:56:16,6.99
Mike,Hillyer,2005-08-17 04:59:26,2.99
Mike,Hillyer,2005-08-17 05:00:03,4.99
Jon,Stephens,2005-08-17 05:02:25,6.99
Jon,Stephens,2005-08-17 05:06:10,4.99
Mike,Hillyer,2005-08-17 05:06:19,2.99
Jon,Stephens,2005-08-17 05:11:07,7.99
Mike,Hillyer,2005-08-17 05:11:09,4.99
Mike,Hillyer,2005-08-17 05:19:17,2.99
Jon,Stephens,2005-08-17 05:20:45,4.99
Mike,Hillyer,2005-08-17 05:22:42,1.99
Mike,Hillyer,2005-08-17 05:25:57,8.99
Jon,Stephens,2005-08-17 05:27:37,6.99
Jon,Stephens,2005-08-17 05:30:19,3.99
Mike,Hillyer,2005-08-17 05:35:52,2.99
Mike,Hillyer,2005-08-17 05:36:57,6.99
Mike,Hillyer,2005-08-17 05:45:10,2.99
Mike,Hillyer,2005-08-17 05:46:55,5.99
Jon,Stephens,2005-08-17 05:47:32,0.99
Mike,Hillyer,2005-08-17 05:48:51,5.99
Jon,Stephens,2005-08-17 05:48:59,0.99
Jon,Stephens,2005-08-17 05:50:21,4.99
Jon,Stephens,2005-08-17 05:54:15,2.99
Jon,Stephens,2005-08-17 05:56:27,6.99
Mike,Hillyer,2005-08-17 05:57:54,1.99
Mike,Hillyer,2005-08-17 06:06:26,0.99
Mike,Hillyer,2005-08-17 06:07:39,5.99
Mike,Hillyer,2005-08-17 06:08:54,4.99
Jon,Stephens,2005-08-17 06:12:27,4.99
Mike,Hillyer,2005-08-17 06:13:30,2.99
Jon,Stephens,2005-08-17 06:13:40,2.99
Mike,Hillyer,2005-08-17 06:15:17,5.99
Mike,Hillyer,2005-08-17 06:27:15,3.99
Jon,Stephens,2005-08-17 06:39:16,4.99
Mike,Hillyer,2005-08-17 06:39:30,2.99
Jon,Stephens,2005-08-17 06:39:59,5.99
Jon,Stephens,2005-08-17 06:41:58,5.99
Jon,Stephens,2005-08-17 06:42:08,6.99
Mike,Hillyer,2005-08-17 06:44:22,6.99
Mike,Hillyer,2005-08-17 06:51:05,3.99
Jon,Stephens,2005-08-17 06:52:41,6.99
Mike,Hillyer,2005-08-17 06:56:56,4.99
Mike,Hillyer,2005-08-17 06:57:30,6.99
Jon,Stephens,2005-08-17 07:01:08,4.99
Jon,Stephens,2005-08-17 07:01:09,2.99
Jon,Stephens,2005-08-17 07:09:19,0.99
Jon,Stephens,2005-08-17 07:09:59,4.99
Jon,Stephens,2005-08-17 07:11:58,5.99
Mike,Hillyer,2005-08-17 07:12:31,2.99
Jon,Stephens,2005-08-17 07:15:47,4.99
Jon,Stephens,2005-08-17 07:18:56,4.99
Mike,Hillyer,2005-08-17 07:19:29,4.99
Mike,Hillyer,2005-08-17 07:21:22,7.99
Mike,Hillyer,2005-08-17 07:22:25,4.99
Mike,Hillyer,2005-08-17 07:23:46,0.99
Jon,Stephens,2005-08-17 07:24:59,2.99
Mike,Hillyer,2005-08-17 07:26:47,2.99
Jon,Stephens,2005-08-17 07:29:44,4.99
Jon,Stephens,2005-08-17 07:30:55,2.99
Mike,Hillyer,2005-08-17 07:32:51,2.99
Jon,Stephens,2005-08-17 07:34:05,3.99
Jon,Stephens,2005-08-17 07:34:55,2.99
Mike,Hillyer,2005-08-17 07:40:55,9.98
Mike,Hillyer,2005-08-17 07:44:09,0.99
Mike,Hillyer,2005-08-17 07:44:42,4.99
Jon,Stephens,2005-08-17 07:46:05,5.99
Jon,Stephens,2005-08-17 07:46:54,8.99
Mike,Hillyer,2005-08-17 07:49:17,0.99
Mike,Hillyer,2005-08-17 07:53:03,2.99
Mike,Hillyer,2005-08-17 07:56:22,2.99
Mike,Hillyer,2005-08-17 08:04:44,6.99
Mike,Hillyer,2005-08-17 08:09:00,2.99
Mike,Hillyer,2005-08-17 08:11:10,0.99
Mike,Hillyer,2005-08-17 08:12:20,0.99
Mike,Hillyer,2005-08-17 08:12:26,4.99
Mike,Hillyer,2005-08-17 08:14:41,2.99
Mike,Hillyer,2005-08-17 08:22:00,2.99
Mike,Hillyer,2005-08-17 08:24:35,3.99
Jon,Stephens,2005-08-17 08:29:46,3.99
Mike,Hillyer,2005-08-17 08:31:03,0.99
Mike,Hillyer,2005-08-17 08:34:22,3.99
Mike,Hillyer,2005-08-17 08:35:42,3.99
Jon,Stephens,2005-08-17 08:40:55,8.99
Jon,Stephens,2005-08-17 08:42:08,4.99
Jon,Stephens,2005-08-17 08:45:55,8.99
Jon,Stephens,2005-08-17 08:48:31,6.99
Mike,Hillyer,2005-08-17 08:48:39,0.99
Mike,Hillyer,2005-08-17 08:48:43,0.99
Jon,Stephens,2005-08-17 08:49:05,2.99
Mike,Hillyer,2005-08-17 08:54:30,5.99
Mike,Hillyer,2005-08-17 09:00:01,3.99
Mike,Hillyer,2005-08-17 09:03:24,5.99
Jon,Stephens,2005-08-17 09:03:31,2.99
Jon,Stephens,2005-08-17 09:04:02,0.99
Jon,Stephens,2005-08-17 09:04:03,2.99
Jon,Stephens,2005-08-17 09:07:00,0.99
Jon,Stephens,2005-08-17 09:07:56,6.99
Mike,Hillyer,2005-08-17 09:10:55,4.99
Mike,Hillyer,2005-08-17 09:11:52,4.99
Mike,Hillyer,2005-08-17 09:15:35,3.99
Mike,Hillyer,2005-08-17 09:29:22,2.99
Mike,Hillyer,2005-08-17 09:33:02,8.99
Jon,Stephens,2005-08-17 09:41:23,2.99
Jon,Stephens,2005-08-17 09:44:22,2.99
Jon,Stephens,2005-08-17 09:44:59,5.99
Mike,Hillyer,2005-08-17 09:48:06,9.99
Mike,Hillyer,2005-08-17 09:51:39,0.99
Jon,Stephens,2005-08-17 09:51:54,0.99
Mike,Hillyer,2005-08-17 09:55:28,2.99
Jon,Stephens,2005-08-17 09:58:40,2.99
Jon,Stephens,2005-08-17 10:00:40,7.99
Jon,Stephens,2005-08-17 10:02:29,2.99
Mike,Hillyer,2005-08-17 10:04:49,2.99
Mike,Hillyer,2005-08-17 10:05:05,4.99
Mike,Hillyer,2005-08-17 10:17:09,6.99
Jon,Stephens,2005-08-17 10:18:57,5.99
Jon,Stephens,2005-08-17 10:19:51,5.99
Mike,Hillyer,2005-08-17 10:20:39,3.99
Jon,Stephens,2005-08-17 10:25:53,3.99
Jon,Stephens,2005-08-17 10:27:19,5.98
Jon,Stephens,2005-08-17 10:31:40,3.99
Mike,Hillyer,2005-08-17 10:31:58,3.99
Mike,Hillyer,2005-08-17 10:34:24,2.99
Jon,Stephens,2005-08-17 10:37:00,4.99
Jon,Stephens,2005-08-17 10:39:24,0.99
Mike,Hillyer,2005-08-17 10:48:05,0.99
Jon,Stephens,2005-08-17 10:54:46,3.99
Mike,Hillyer,2005-08-17 10:57:40,3.99
Jon,Stephens,2005-08-17 10:59:00,2.99
Mike,Hillyer,2005-08-17 10:59:18,4.99
Jon,Stephens,2005-08-17 10:59:24,6.99
Mike,Hillyer,2005-08-17 11:00:08,2.99
Jon,Stephens,2005-08-17 11:01:11,0.99
Jon,Stephens,2005-08-17 11:03:53,4.99
Mike,Hillyer,2005-08-17 11:05:53,5.99
Mike,Hillyer,2005-08-17 11:08:48,4.99
Mike,Hillyer,2005-08-17 11:13:38,2.99
Mike,Hillyer,2005-08-17 11:16:47,0.99
Mike,Hillyer,2005-08-17 11:17:21,4.99
Mike,Hillyer,2005-08-17 11:21:43,9.99
Jon,Stephens,2005-08-17 11:25:25,6.99
Mike,Hillyer,2005-08-17 11:29:52,0.99
Mike,Hillyer,2005-08-17 11:30:11,0.99
Mike,Hillyer,2005-08-17 11:32:51,2.99
Mike,Hillyer,2005-08-17 11:42:08,2.99
Jon,Stephens,2005-08-17 11:42:45,3.99
Jon,Stephens,2005-08-17 11:48:47,6.99
Mike,Hillyer,2005-08-17 11:49:28,4.99
Jon,Stephens,2005-08-17 11:51:15,0.99
Mike,Hillyer,2005-08-17 11:51:16,2.99
Jon,Stephens,2005-08-17 11:51:39,3.99
Mike,Hillyer,2005-08-17 11:56:48,0.99
Mike,Hillyer,2005-08-17 11:59:18,2.99
Jon,Stephens,2005-08-17 12:00:54,0.99
Mike,Hillyer,2005-08-17 12:06:54,4.99
Mike,Hillyer,2005-08-17 12:09:20,6.99
Mike,Hillyer,2005-08-17 12:13:26,4.99
Mike,Hillyer,2005-08-17 12:14:16,0.99
Mike,Hillyer,2005-08-17 12:20:01,4.99
Jon,Stephens,2005-08-17 12:22:04,9.99
Jon,Stephens,2005-08-17 12:25:17,0.99
Mike,Hillyer,2005-08-17 12:25:33,2.99
Mike,Hillyer,2005-08-17 12:27:55,0.99
Mike,Hillyer,2005-08-17 12:32:39,0.99
Mike,Hillyer,2005-08-17 12:36:37,6.99
Jon,Stephens,2005-08-17 12:37:54,4.99
Jon,Stephens,2005-08-17 12:43:30,4.99
Mike,Hillyer,2005-08-17 12:43:46,2.99
Mike,Hillyer,2005-08-17 12:44:27,4.99
Jon,Stephens,2005-08-17 12:48:28,6.99
Jon,Stephens,2005-08-17 12:52:04,0.99
Jon,Stephens,2005-08-17 12:53:15,1.99
Jon,Stephens,2005-08-17 12:54:47,4.99
Mike,Hillyer,2005-08-17 12:55:31,4.99
Jon,Stephens,2005-08-17 13:00:33,2.99
Mike,Hillyer,2005-08-17 13:00:40,1.99
Jon,Stephens,2005-08-17 13:03:13,4.99
Mike,Hillyer,2005-08-17 13:03:36,4.99
Mike,Hillyer,2005-08-17 13:04:41,5.99
Mike,Hillyer,2005-08-17 13:06:00,2.99
Jon,Stephens,2005-08-17 13:08:45,0.99
Mike,Hillyer,2005-08-17 13:09:01,4.99
Jon,Stephens,2005-08-17 13:12:20,2.99
Mike,Hillyer,2005-08-17 13:13:37,4.99
Mike,Hillyer,2005-08-17 13:14:50,2.99
Mike,Hillyer,2005-08-17 13:16:04,0.99
Jon,Stephens,2005-08-17 13:16:38,2.99
Jon,Stephens,2005-08-17 13:18:29,2.99
Mike,Hillyer,2005-08-17 13:24:55,4.99
Mike,Hillyer,2005-08-17 13:30:15,1.99
Mike,Hillyer,2005-08-17 13:30:27,4.99
Jon,Stephens,2005-08-17 13:38:27,3.99
Mike,Hillyer,2005-08-17 13:39:32,0.99
Jon,Stephens,2005-08-17 13:42:52,2.99
Mike,Hillyer,2005-08-17 13:43:07,7.99
Mike,Hillyer,2005-08-17 13:44:49,3.99
Mike,Hillyer,2005-08-17 13:48:30,4.99
Mike,Hillyer,2005-08-17 13:50:31,4.99
Mike,Hillyer,2005-08-17 13:51:20,4.99
Jon,Stephens,2005-08-17 13:52:26,1.99
Jon,Stephens,2005-08-17 13:53:47,0.99
Mike,Hillyer,2005-08-17 13:54:53,2.99
Jon,Stephens,2005-08-17 13:56:01,3.99
Jon,Stephens,2005-08-17 14:02:01,4.99
Mike,Hillyer,2005-08-17 14:03:46,2.99
Mike,Hillyer,2005-08-17 14:04:28,2.99
Mike,Hillyer,2005-08-17 14:05:34,4.99
Mike,Hillyer,2005-08-17 14:10:22,5.99
Jon,Stephens,2005-08-17 14:11:28,0.99
Jon,Stephens,2005-08-17 14:11:44,4.99
Mike,Hillyer,2005-08-17 14:11:45,5.99
Mike,Hillyer,2005-08-17 14:14:39,0.99
Mike,Hillyer,2005-08-17 14:16:40,4.99
Jon,Stephens,2005-08-17 14:16:48,4.99
Jon,Stephens,2005-08-17 14:18:21,0.99
Mike,Hillyer,2005-08-17 14:21:11,3.99
Jon,Stephens,2005-08-17 14:23:52,2.99
Jon,Stephens,2005-08-17 14:25:09,5.99
Mike,Hillyer,2005-08-17 14:28:28,5.99
Mike,Hillyer,2005-08-17 14:31:56,0.99
Mike,Hillyer,2005-08-17 14:33:41,3.99
Jon,Stephens,2005-08-17 14:41:28,2.99
Jon,Stephens,2005-08-17 14:43:23,6.99
Mike,Hillyer,2005-08-17 14:53:53,4.99
Jon,Stephens,2005-08-17 14:58:51,0.99
Jon,Stephens,2005-08-17 15:03:13,2.99
Mike,Hillyer,2005-08-17 15:04:05,7.99
Mike,Hillyer,2005-08-17 15:08:27,0.99
Jon,Stephens,2005-08-17 15:08:43,5.99
Mike,Hillyer,2005-08-17 15:11:55,2.99
Jon,Stephens,2005-08-17 15:13:21,0.99
Mike,Hillyer,2005-08-17 15:13:29,3.99
Mike,Hillyer,2005-08-17 15:15:01,8.99
Mike,Hillyer,2005-08-17 15:15:07,4.99
Jon,Stephens,2005-08-17 15:19:54,5.99
Mike,Hillyer,2005-08-17 15:24:06,2.99
Mike,Hillyer,2005-08-17 15:24:12,5.99
Jon,Stephens,2005-08-17 15:29:12,0.99
Jon,Stephens,2005-08-17 15:30:44,4.99
Mike,Hillyer,2005-08-17 15:35:47,2.99
Mike,Hillyer,2005-08-17 15:37:34,4.99
Jon,Stephens,2005-08-17 15:37:45,2.99
Jon,Stephens,2005-08-17 15:39:26,5.99
Mike,Hillyer,2005-08-17 15:40:18,3.99
Mike,Hillyer,2005-08-17 15:40:46,2.99
Mike,Hillyer,2005-08-17 15:40:47,2.99
Jon,Stephens,2005-08-17 15:43:09,3.99
Mike,Hillyer,2005-08-17 15:44:37,0.99
Mike,Hillyer,2005-08-17 15:51:35,6.99
Jon,Stephens,2005-08-17 15:51:49,5.99
Jon,Stephens,2005-08-17 15:53:17,5.99
Jon,Stephens,2005-08-17 16:04:42,2.99
Mike,Hillyer,2005-08-17 16:05:28,3.99
Jon,Stephens,2005-08-17 16:05:51,0.99
Mike,Hillyer,2005-08-17 16:08:17,2.99
Mike,Hillyer,2005-08-17 16:08:42,2.99
Jon,Stephens,2005-08-17 16:08:49,0.99
Jon,Stephens,2005-08-17 16:10:19,0.99
Mike,Hillyer,2005-08-17 16:12:27,4.99
Mike,Hillyer,2005-08-17 16:20:37,7.99
Mike,Hillyer,2005-08-17 16:21:47,2.99
Jon,Stephens,2005-08-17 16:22:05,4.99
Jon,Stephens,2005-08-17 16:23:04,0.99
Jon,Stephens,2005-08-17 16:25:02,0.99
Jon,Stephens,2005-08-17 16:25:03,3.99
Jon,Stephens,2005-08-17 16:28:24,2.99
Jon,Stephens,2005-08-17 16:28:51,6.99
Jon,Stephens,2005-08-17 16:28:53,3.99
Mike,Hillyer,2005-08-17 16:35:14,4.99
Jon,Stephens,2005-08-17 16:36:12,4.99
Jon,Stephens,2005-08-17 16:38:20,4.99
Mike,Hillyer,2005-08-17 16:40:00,0.99
Mike,Hillyer,2005-08-17 16:42:13,0.99
Mike,Hillyer,2005-08-17 16:45:34,0.99
Jon,Stephens,2005-08-17 16:48:36,6.99
Jon,Stephens,2005-08-17 16:54:54,6.99
Jon,Stephens,2005-08-17 16:55:57,1.99
Jon,Stephens,2005-08-17 16:56:28,4.99
Mike,Hillyer,2005-08-17 16:56:57,1.99
Mike,Hillyer,2005-08-17 17:00:42,3.99
Jon,Stephens,2005-08-17 17:02:42,3.99
Jon,Stephens,2005-08-17 17:05:33,0.99
Mike,Hillyer,2005-08-17 17:05:53,4.99
Jon,Stephens,2005-08-17 17:08:13,2.99
Jon,Stephens,2005-08-17 17:11:05,3.99
Jon,Stephens,2005-08-17 17:12:26,2.99
Jon,Stephens,2005-08-17 17:13:16,9.99
Jon,Stephens,2005-08-17 17:14:02,5.99
Jon,Stephens,2005-08-17 17:14:57,2.99
Mike,Hillyer,2005-08-17 17:16:42,3.99
Jon,Stephens,2005-08-17 17:18:36,2.99
Mike,Hillyer,2005-08-17 17:21:35,6.99
Jon,Stephens,2005-08-17 17:22:05,6.99
Mike,Hillyer,2005-08-17 17:22:29,1.99
Mike,Hillyer,2005-08-17 17:23:20,4.99
Jon,Stephens,2005-08-17 17:23:35,4.99
Jon,Stephens,2005-08-17 17:24:30,4.99
Jon,Stephens,2005-08-17 17:28:01,3.99
Jon,Stephens,2005-08-17 17:34:38,2.99
Jon,Stephens,2005-08-17 17:35:47,3.99
Jon,Stephens,2005-08-17 17:37:03,6.99
Jon,Stephens,2005-08-17 17:39:45,2.99
Jon,Stephens,2005-08-17 17:40:04,0.99
Mike,Hillyer,2005-08-17 17:45:00,3.99
Mike,Hillyer,2005-08-17 17:47:34,0.99
Mike,Hillyer,2005-08-17 17:49:37,4.99
Jon,Stephens,2005-08-17 17:53:09,0.99
Jon,Stephens,2005-08-17 17:53:42,0.99
Mike,Hillyer,2005-08-17 17:55:46,4.99
Mike,Hillyer,2005-08-17 17:55:58,2.99
Mike,Hillyer,2005-08-17 17:56:48,2.99
Jon,Stephens,2005-08-17 17:58:39,2.99
Jon,Stephens,2005-08-17 17:59:19,3.99
Jon,Stephens,2005-08-17 18:01:15,4.99
Jon,Stephens,2005-08-17 18:02:10,4.99
Jon,Stephens,2005-08-17 18:07:13,4.99
Mike,Hillyer,2005-08-17 18:10:18,4.99
Jon,Stephens,2005-08-17 18:10:40,2.99
Mike,Hillyer,2005-08-17 18:13:07,0.99
Jon,Stephens,2005-08-17 18:13:55,4.99
Mike,Hillyer,2005-08-17 18:16:30,3.99
Jon,Stephens,2005-08-17 18:19:44,2.99
Jon,Stephens,2005-08-17 18:21:58,0.99
Mike,Hillyer,2005-08-17 18:21:59,5.99
Mike,Hillyer,2005-08-17 18:23:50,0.99
Mike,Hillyer,2005-08-17 18:23:58,2.99
Jon,Stephens,2005-08-17 18:26:22,4.99
Mike,Hillyer,2005-08-17 18:27:08,3.99
Jon,Stephens,2005-08-17 18:27:22,10.99
Jon,Stephens,2005-08-17 18:27:49,2.99
Jon,Stephens,2005-08-17 18:29:35,2.99
Jon,Stephens,2005-08-17 18:34:37,4.99
Mike,Hillyer,2005-08-17 18:34:38,5.99
Mike,Hillyer,2005-08-17 18:46:21,0.99
Mike,Hillyer,2005-08-17 18:47:07,0.99
Mike,Hillyer,2005-08-17 18:49:44,4.99
Mike,Hillyer,2005-08-17 18:56:02,2.99
Mike,Hillyer,2005-08-17 18:56:05,4.99
Mike,Hillyer,2005-08-17 18:56:53,8.99
Jon,Stephens,2005-08-17 18:56:55,5.99
Jon,Stephens,2005-08-17 19:09:12,6.99
Jon,Stephens,2005-08-17 19:10:34,2.99
Jon,Stephens,2005-08-17 19:16:18,4.99
Mike,Hillyer,2005-08-17 19:17:54,8.99
Jon,Stephens,2005-08-17 19:19:44,2.99
Mike,Hillyer,2005-08-17 19:20:48,2.99
Mike,Hillyer,2005-08-17 19:23:02,4.99
Mike,Hillyer,2005-08-17 19:29:44,0.99
Jon,Stephens,2005-08-17 19:32:44,5.99
Mike,Hillyer,2005-08-17 19:33:24,0.99
Mike,Hillyer,2005-08-17 19:33:49,1.99
Mike,Hillyer,2005-08-17 19:44:46,4.99
Jon,Stephens,2005-08-17 19:48:55,0.99
Jon,Stephens,2005-08-17 19:50:33,2.99
Jon,Stephens,2005-08-17 19:52:43,5.99
Jon,Stephens,2005-08-17 19:52:45,2.99
Mike,Hillyer,2005-08-17 19:54:54,5.99
Mike,Hillyer,2005-08-17 19:57:34,0.99
Mike,Hillyer,2005-08-17 19:59:06,0.99
Jon,Stephens,2005-08-17 20:00:10,6.99
Mike,Hillyer,2005-08-17 20:01:12,8.99
Mike,Hillyer,2005-08-17 20:03:47,0.99
Mike,Hillyer,2005-08-17 20:07:01,2.99
Jon,Stephens,2005-08-17 20:10:48,2.99
Jon,Stephens,2005-08-17 20:11:35,2.99
Mike,Hillyer,2005-08-17 20:14:26,5.99
Mike,Hillyer,2005-08-17 20:14:34,6.99
Jon,Stephens,2005-08-17 20:15:31,7.99
Jon,Stephens,2005-08-17 20:18:06,0.99
Jon,Stephens,2005-08-17 20:19:06,0.99
Jon,Stephens,2005-08-17 20:21:35,4.99
Jon,Stephens,2005-08-17 20:28:26,0.99
Mike,Hillyer,2005-08-17 20:29:08,1.99
Jon,Stephens,2005-08-17 20:29:56,6.99
Jon,Stephens,2005-08-17 20:34:33,4.99
Jon,Stephens,2005-08-17 20:36:37,4.99
Jon,Stephens,2005-08-17 20:38:21,0.99
Jon,Stephens,2005-08-17 20:39:37,0.99
Mike,Hillyer,2005-08-17 20:40:46,4.99
Jon,Stephens,2005-08-17 20:47:46,0.99
Jon,Stephens,2005-08-17 20:48:32,3.99
Mike,Hillyer,2005-08-17 20:49:24,7.99
Jon,Stephens,2005-08-17 20:53:27,6.99
Mike,Hillyer,2005-08-17 20:55:25,0.99
Jon,Stephens,2005-08-17 20:56:15,6.99
Jon,Stephens,2005-08-17 20:57:02,8.99
Mike,Hillyer,2005-08-17 20:57:27,4.99
Mike,Hillyer,2005-08-17 20:59:56,5.99
Mike,Hillyer,2005-08-17 21:02:19,4.99
Mike,Hillyer,2005-08-17 21:03:48,5.99
Jon,Stephens,2005-08-17 21:04:35,9.99
Jon,Stephens,2005-08-17 21:07:41,8.99
